MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,"Education Level(high-3,medium-2,low-1)",MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,Social Class,MHHUUR,MHKOOP,Number of car,MZFONDS,MZPART,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,Expexted Income,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND,CARAVAN
36,1,2,3,8,1,4,1,4,6,2,3,3,4,3,1.57,1,1,0,3,2,4,2.61,5,4,0.79,7,2,3,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,48.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2,2,5,6,0,6,0,3,5,2,4,4,5,1,1.07,0,0,4,1,3,2,2.4,7,2,0.56,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2,3,8,1,4,1,4,5,1,4,3,3,3,1.42,1,1,1,4,2,2,2.74,2,7,0.66,7,2,3,4,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,38.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,1,4,2,8,0,7,0,2,7,2,0,0,4,5,1.29,2,2,0,2,3,2,2.83,2,7,1.42,9,0,4,6,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,1,2,4,7,2,6,2,2,2,0,7,4,3,2,1.55,1,0,1,1,1,7,2.04,1,8,0.56,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,4,3,3,0,5,0,4,9,0,0,0,4,5,1.8,0,0,0,4,0,5,2.58,5,4,1,7,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,350,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22,1,2,3,5,1,5,2,2,5,2,2,2,5,2,1.54,2,0,0,2,3,2,2.58,9,0,1.16,7,2,4,2,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,3,2,3,0,4,1,5,6,1,2,2,2,6,1.44,0,0,0,3,3,4,2.12,8,1,1.03,9,0,2,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,2,5,0,2,2,7,4,2,3,3,5,2,1.44,0,0,0,2,4,4,2.22,9,0,0.43,7,2,3,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,35.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,2,10,1,5,1,3,6,1,3,0,4,5,1.29,1,0,3,3,0,4,2.57,3,6,0.79,6,3,5,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,1,5,1,1,4,1,4,7,1,2,8,1,1,1.29,5,0,0,2,0,2,4.25,1,8,1.03,5,4,6,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,60.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,2,2,3,8,1,4,1,4,7,1,2,4,4,2,1.29,0,0,0,9,0,0,2.52,7,2,1.03,5,4,3,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,2,3,7,3,5,0,2,9,0,0,0,6,3,2.19,2,0,0,7,0,1,2.82,5,4,1.16,7,2,4,1,25,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,36.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,1,6,2,1,7,0,2,1,2,6,2.06,5,1,0,2,1,1,3.97,2,7,1.29,4,5,6,7,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,66.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,4,2,1,1,4,1,4,7,1,2,2,4,4,2.54,0,5,4,0,0,0,5,4,5,1.03,5,4,6,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,4,1,0,9,0,0,9,0,0,0,6,3,1.68,4,0,0,4,0,3,3.39,4,6,1,6,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,50.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1.18,1,0,1,4,2,4,2.73,2,7,0.82,7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,49.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,4,3,2,2,3,0,5,6,0,3,3,0,6,2.67,5,0,0,3,1,1,4.09,8,1,0.64,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,6,2,1,6,0,3,2,3,4,1.31,1,0,2,2,1,5,2.61,1,8,0.82,7,2,4,3,0,0,350,3000,0,0,0,0,150,0,0,0,0,0,0,350,0,0,0,0,0,46.8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,3,3,9,1,4,2,3,5,2,3,2,3,4,1.67,1,1,2,2,3,1,3.34,3,6,0.66,7,2,4,4,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,46.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,2,3,3,0,4,1,5,4,3,3,2,3,4,1.57,1,0,0,2,3,4,2.26,8,1,0.79,8,1,3,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,3,1,1,4,0,4,6,1,3,2,4,3,2.06,3,0,0,4,2,1,3.46,2,7,1.03,4,5,5,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,60.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,2,4,7,0,5,0,4,3,0,6,4,2,3,1,0,0,0,3,4,3,1.68,7,2,0.51,9,0,2,1,75,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,2,4,7,1,4,2,3,6,2,1,2,7,1,1.67,3,1,0,2,2,2,2.23,7,2,1.16,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,4,8,0,7,0,2,4,2,3,3,2,4,1,3,0,0,0,0,6,1.88,5,5,0.9,9,0,3,3,0,0,0,0,0,350,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,41.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,1,3,2,8,0,4,0,5,9,0,0,0,3,6,1.42,0,0,0,2,5,3,2.48,0,9,1,9,0,4,3,75,0,0,750,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,48.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,1,6,2,2,8,0,1,1,2,6,2.06,5,1,0,2,2,1,3.58,2,7,1.29,4,5,6,7,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,66.53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,1,4,1,4,6,1,2,2,3,5,1.67,3,1,1,3,2,2,3.29,4,5,1.03,4,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,48.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2,3,8,0,6,1,2,7,1,1,2,4,4,1.54,2,0,1,5,2,0,3.03,3,6,0.77,6,3,4,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,3,3,8,1,4,1,5,7,1,2,1,4,4,1.54,3,0,2,2,3,1,3.37,3,6,1.16,5,4,4,5,0,0,0,3000,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,4,5,0,5,2,2,4,1,5,5,4,1,1.31,1,1,0,3,2,5,2.21,8,2,0.66,8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,35.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,2,3,9,0,5,0,4,3,2,5,4,3,3,1.8,2,1,0,5,1,2,3.08,8,1,0.53,8,1,3,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,35.93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,3,3,7,1,4,2,3,5,2,3,2,3,4,1.67,1,1,2,2,3,1,3.34,3,6,0.66,7,2,4,1,0,75,150,750,0,0,0,0,150,0,0,0,0,0,0,350,0,0,0,0,0,46.4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,6,2,1,6,0,3,2,3,4,1.31,1,0,2,2,1,5,2.61,1,8,0.82,7,2,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,3,2,2,6,0,2,9,0,0,0,3,6,2.45,4,0,0,5,0,0,3.42,0,9,1.16,2,7,7,7,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,25,0,0,63.36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
10,1,3,3,3,2,3,1,3,7,1,1,1,1,8,2.2,1,0,0,7,1,1,3.5,1,8,1,6,3,4,8,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,48.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,4,2,3,0,6,0,3,4,0,5,4,4,2,1.8,0,4,0,0,5,0,2.54,3,6,0.9,5,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,4,3,8,0,4,1,5,6,2,2,0,4,5,1.42,4,0,0,3,3,0,2.84,5,4,1.03,8,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,80.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,2,2,2,4,1,3,1,5,4,2,4,4,4,1,2.85,5,1,1,3,1,1,4.3,5,4,1.03,3,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3,9,1,7,1,2,8,1,1,1,3,6,1.57,2,1,2,2,3,1,2.81,1,8,1.42,5,4,4,4,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,47.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,2,3,2,3,1,2,2,5,7,2,1,1,4,5,2.46,3,0,0,5,2,1,4.49,7,2,0.92,5,4,4,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,56.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,1.8,3,1,2,2,2,1,3.73,3,6,1.03,5,4,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,3,3,2,1,4,0,4,7,0,2,2,2,6,2.06,4,0,2,3,0,1,3.83,0,9,1.16,4,5,6,8,75,0,0,3000,0,0,0,0,0,0,0,150,0,75,0,350,0,0,0,0,0,57.25,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
5,1,2,3,1,0,5,2,2,4,2,4,4,4,3,1.31,2,1,0,3,2,3,2.45,6,3,0.79,8,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,42.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,1,2,5,7,0,7,0,2,5,0,4,4,4,2,1.16,0,0,0,5,0,5,2.28,5,4,0.9,5,4,2,2,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,30.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,1,2,2,3,2,2,0,5,3,4,3,3,4,3,2.58,6,0,0,2,2,0,4.47,7,2,1.16,3,6,4,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,52.88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,1,3,3,8,1,6,0,2,7,0,2,1,4,4,1.67,3,0,0,3,2,2,2.49,4,5,0.69,7,2,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,3,3,7,0,6,0,3,7,0,2,0,5,4,1.8,2,2,0,3,3,2,3.04,2,7,1.16,2,7,4,1,0,0,0,0,0,3000,0,0,0,0,0,350,0,0,0,150,0,0,0,0,0,46.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
37,1,1,4,8,1,4,1,4,7,1,2,9,0,0,1,0,0,0,9,0,0,4,9,0,1.03,5,4,3,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,4,8,4,3,0,2,6,0,3,3,4,3,1.81,2,0,2,4,0,2,3.07,2,7,1.29,3,6,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3,9,1,6,2,2,7,1,2,0,3,6,1,0,0,0,3,6,0,2,0,9,0.92,7,2,3,4,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,37.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1.18,1,0,1,4,2,4,2.73,2,7,0.82,7,2,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,4,2,8,0,5,0,4,8,0,1,0,1,8,1.04,0,0,0,1,5,4,2.04,9,0,1.16,9,0,3,3,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,2,8,0,3,1,5,6,0,3,2,2,6,1.42,2,0,0,3,4,2,2.18,5,4,0.66,7,2,3,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,39.23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,3,3,8,0,5,1,3,7,1,2,1,4,4,1.16,1,0,3,2,2,3,2.74,4,5,1.29,7,2,4,5,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,45.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1,2,2,5,3,4,1,2,1,3,5,4,3,2,1.57,1,0,0,3,1,5,2.38,8,1,0.82,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,2,2,7,1,3,2,5,5,2,2,3,2,5,1.31,1,0,0,3,4,3,2.15,8,1,0.92,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,3,5,1,5,1,3,4,1,5,4,2,3,1.31,1,0,1,2,3,4,2.61,5,4,0.66,8,1,3,2,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,3,9,3,5,0,2,9,0,0,0,5,4,1.8,2,0,0,6,0,2,2.69,6,3,1.16,7,2,3,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,40.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,2,3,4,1,0,5,6,3,0,0,4,5,2.45,5,0,0,3,1,2,3.84,0,9,1.29,2,7,7,7,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,72.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,3,3,7,0,2,3,5,6,3,0,0,4,5,1,0,0,0,0,0,9,2,5,4,1.03,9,0,4,1,25,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,46.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,3,3,8,0,4,0,5,7,0,2,2,1,6,1.16,0,0,0,3,6,0,1.9,4,5,0.9,8,1,3,3,0,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,3,3,3,3,1,4,6,2,2,2,4,4,1.93,3,0,0,4,2,1,2.95,4,5,0.92,5,4,4,7,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,1.8,3,1,2,2,2,1,3.73,3,6,1.03,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,56.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3,2,1,2,5,0,3,9,0,0,1,3,5,2.41,9,0,0,0,0,0,5,0,9,1.16,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,86.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
39,1,3,3,9,0,5,1,3,7,1,2,3,2,5,1.44,2,1,1,2,3,3,1.89,5,4,0.9,7,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,1.8,3,1,2,2,2,1,3.73,3,6,1.03,5,4,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,3,3,0,6,0,3,6,0,3,3,2,5,2.59,8,0,0,0,1,0,4.8,0,9,1,4,5,4,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,43.88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1.44,2,1,1,1,4,2,2.87,2,7,1.29,7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,1,0,4,0,5,7,1,1,1,6,3,2.06,4,0,0,3,1,2,4.26,1,8,1.04,7,2,5,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,3,3,3,0,5,0,4,7,2,0,0,2,7,1.93,2,0,0,4,2,2,3.21,8,1,1,5,4,5,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,55.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2,2,4,8,0,3,2,5,5,2,3,3,5,3,1.29,1,0,5,1,3,2,2.99,5,4,1.55,7,2,4,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,3,8,0,5,1,3,6,1,3,2,4,4,1.54,2,0,0,2,3,3,2.73,5,4,0.79,6,3,4,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,3,3,3,0,8,0,1,9,0,0,0,4,5,1.42,3,1,2,2,2,1,2.94,3,6,1.03,5,4,6,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,65.95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,3,4,8,0,6,2,3,6,0,3,0,5,4,1.7,1,0,0,4,1,4,2.69,5,4,0.82,6,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,58.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,2,4,1,1,4,1,4,7,1,2,0,9,0,1,4,0,0,2,2,1,2.54,5,5,1.03,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,3,2,2,1,1,3,6,8,0,1,1,2,6,1.54,2,0,0,3,4,1,3.11,5,4,1.16,7,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,3,8,1,5,1,3,5,1,4,3,3,4,1.54,1,1,1,2,4,2,2.13,4,5,0.79,7,2,3,5,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,3,5,2,6,1,1,7,1,2,3,3,4,1.7,2,1,0,4,1,3,2.87,4,5,0.92,5,4,3,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,46.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,2,8,0,4,2,4,8,1,0,0,2,7,1.29,0,0,0,4,3,3,2.48,3,6,1.29,9,0,4,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,53.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,4,3,8,0,3,2,4,8,0,1,1,1,8,1.41,2,0,0,3,4,1,2.96,1,8,1.04,6,3,3,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,4,1,0,4,0,5,7,0,2,2,5,2,2.41,9,0,0,0,0,0,5,6,3,1,2,7,6,8,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,3,8,0,6,0,3,6,2,2,1,4,5,1.41,3,1,1,3,1,3,2.69,4,5,0.92,6,3,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,4,2,8,0,5,0,4,9,0,0,0,0,9,1.42,0,2,0,0,7,0,2.49,7,2,1.55,7,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,4,3,3,0,3,0,6,6,0,3,0,1,8,2.21,4,0,2,3,1,0,3.77,4,5,1.03,5,4,3,7,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,2,5,0,3,1,6,5,2,3,3,2,5,1.57,1,0,0,3,4,2,2.61,8,1,0.79,8,1,2,2,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
